idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
1066942072,L-1788-315469714,Haf,DBSM/DA,(07.03.01.1037),"I, 228",1788,"Auserlesene Morgengebete, so wie sie von einer Person gebetet werden : im Namen Gottes Vaters und des Sohnes und des heiligen Geistes, Amen", : ,,,,,,a,,auf d. Vorsatz hs. Jahresangabe: MDCCLXXVIII,,,1,02
1066956405,L-1250-315487089,Ha,DBSM/M/Klemm,"I, 109","I, 109",1250,"Blatt aus einer lateinischen Bibel, 1. Buch der Chronik, Perlbibel : ", : ,,1230989757,,,,m,,Zugangsjahr 2008 ohne lfd. Nr.,,,1,02
1066957193,L-1401-31548781X,Haf,DBSM/M/Klemm,"I, 107","I, 107",1401,Dēania s[ve]t'ih' ap[osto]l' : , : ,,,,,,,,,,,1,02
1066957215,L-9999-315487844,Haf,DBSM/DA,(DA 03.02.04.01.0220),"I, 201",1500,[Euchologion] : [Griechisch-orthodoxe Gebetsammlung mit Appendix Gesänge ; nachbyzantinische Handschrift], : ,,,,,,a,,,,,1,02
1066973431,L-9999-315503815,Haf,DBSM/M/Klemm,"I, 111","I, 111",1400,Fragment einer liturgischen (?) Handschrift : , : ,,,,,,,,Geschenk von Hannes Bürgel an Renate Tost zum 50. Geburtstag 1987,,,1,02
1068939532,L-9999-320054020,Ha,DBSM/M/Klemm,"I, 202","I, 202",1500,"Passionale quatuor evangelistarum, liber primus, In quo, quae à Diacono, uel Euangelista cantari solent, continentur : ", : ,,,,,,,,,,,1,02
1068940808,L-1820-320058654,Ha,DBSM/M/Klemm,"I, 214","I, 214",1820,"Erinnerungskranz aus den Blüthenauen der Poesie, gewunden im Sommer 1820 : [Sammlung von Abschriften von Gedichten Th. Körners, Goethes, Herders, Seum", : ,,,,,,,,,,,1,02
1069086517,L-1593-320264750,Ha,DBSM/M/Klemm,"I, 205","I, 205",1593,"[Stammbuch für Sebastian Dürrbeck von Dürrbach, 1593 [1589?] - 1607] : ", : ,,,,,,,,,,,1,02
1069089338,L-1811-320267016,Ha,DBSM/M/Klemm,"I, 212","I, 212",1811,"Denkmaehler meiner Freunde : [Stammbuch für Amalie Heinrich, Zwickau 1811 - 1837]", : ,,,,,,,,,,,1,02
1069090441,L-1827-320267660,Ha,DBSM/M/Klemm,"I, 213","I, 213",1827,"[Stammbuch für Vogel, Wittenberg 1827 - 1836] : ", : ,,,,,,,,,,,1,02
1069091596,L-1550-320268241,Ha,DBSM/M/Klemm,"I, 203","I, 203",1550,Jhesus Syrach : , : ,,,,,,,,am Anfang u. Ende je 2 Papierblätter Vorsatz,,,1,02
1069353116,L-1806-320852105,Ha,DBSM/M/Klemm,"I, 204","I, 204",1806,[Gedichte und Liedtexte] : , : ,,,,,,,,"Hs., deutsche Schreibschrift, versch. Hände, geschr. um 1806 (Bl. 27). - Zeitgenöss. marmorierter Pappband mit Monogramm C.R.",,,1,02
1069359041,L-9999-320856305,Qd,DBSM/M/Klemm,"I, 208","I, 208",1656,[Adelsbrief und Porträt Nikolaus Pfretschner] : , : ,,,,,,,,,,,1,02
1069359246,L-1656-320856399,Ha,DBSM/M/Klemm,"I, 208","I, 208",1656,[Adelsbrief für Nikolaus Pfretschner] : , : ,,,,1069359041,Qd,,,Bl. 3 r Miniatur: Wappen Pfretschners in mehrfarb. Deckfarbenmalerei,,,1,02
1069359602,L-1663-320856674,Pa,DBSM/M/Klemm,"I, 208","I, 208",1663,"Nicolaus Pfretzschner : Brustbild halblinks in Schmuckrahmen: von Amoretten getragene Kartuschen mit Wappen und emblematischen Darstellungen, darunter", : ,,,,1069359041,Qd,,,,,,1,02
1069523267,L-9999-321179226,Ha,DBSM/M/Klemm,"I, 210","I, 210",1790,[Katholisches Gebetbuch] : , : ,,,,,,,,,,,1,02
1069569747,L-1769-321251008,Ha,DBSM/M/Klemm,"I, 223","I, 223",1769,Alchymia vera : omnia mecum porto, : ,,,,,,,,,,,1,02
1072527677,L-1605-327931760,Ha,DBSM/M/Klemm,"I, 206","I, 206",1605,Francs Fantaivtvs De Terra Bastiae diocesis Assisien. ... : [Handschrift], : ,,,,,,,,,,,1,02
1072529874,L-9999-327932686,Ha,DBSM/M/Klemm,"I, 207","I, 207",1700,[Liturgische Texte] : , : ,,,,,,,,,,,1,02
1072531062,L-1704-327933224,Ha,DBSM/M/Klemm,"I, 209","I, 209",1704,Portrait de la Cour de Pologne : , : ,,,,,,,,,,,1,02
1080396438,L-9999-345102061,Aa,DBSM/S,(grslg.1.3.2),"I, 60",1500,[Ein @Gebet in Todesnöthen] : , : ,,,,1060610671,Qd,m,,,,,1,02
1173360956,L-2018-335222,Ha,DBSM/M/Klemm,"I, 267","I, 267",1810,Christian Peschecks So genannte Italiän- oder Welsche Practica : [Abschrift], : ,,,,,,,,,,,1,02
1200975324,L-2019-323565,Ha,DBSM/M/Klemm,"I, 272","I, 272",1529,"Epistola Guilielmi Budaei in Curia Lutetiana supplicum libellorus Magistri, Graeca, quam suis tralata linguae Graecae commentarijs a Petro Danesio Par", : ,,,,,,,,"Zugangsdaten unbekannt, Altbestand, 15.1.1991 in Restaurierung gegeben; Gesamtrestaurierung, Kassette",,,1,01
1206375310,L-1808-665632681,Hal,DBSM/DA,(01.04.02.01.0145),"I, 84",1808,[Qurʾān] : [arabische Papierhandschrift], : ,,,,,,a,,,,,1,02
1250263166,L-3000-087146,Ha,DBSM/M/Klemm,"I, 273 @ m","I, 273",1781,"Wohleingerichtetes Koch-Buch, welches bestehet in Koch- u. Backwerk, wie auch der besten Brandtewein, u. Liquers, sowohl abgezogen, als viltriert, ang", : ,,,,,,m,,,,,1,02
