idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
012772496,L-1827-394890973,Abvz,DBSM/F/Klemm,"Ee 404, [6]","Ee 404, [6]",1827,"Allgemeiner Monats-Bericht für Teutschland : zum Behuf aller Ankündigungen, Anzeigen und Notizen des teutschen Buch-, Landcharten- und Kunsthandels",", , , , , , ,  : , , , , , , , ","1046045709, 1046045709, 1046045709, 1046045709, 1046045709, 1046045709, 1046045709, 1046045709",,017720826,,,,,,,009030115,1,02
012825204,L-1760-178165921,Abvz,DBSM/F/Klemm,Ac 46,Ac 46,1760,"Allgemeines Verzeichnis der Bücher, welche von Ostern bis Michaelis von Michaelis bis Ostern neu gedruckt oder aufgelegt worden sind : ", : ,983437998,,,,,,,,,009030115,1,02
012825204,L-1760-427286964,Abvz,DBSM/F/Klemm,Ac 46 a,Ac 46 a,1760,"Allgemeines Verzeichnis der Bücher, welche von Ostern bis Michaelis von Michaelis bis Ostern neu gedruckt oder aufgelegt worden sind : ", : ,983437998,,,,,,,,,009030115,1,03
012825204,L-1760-427287103,Abvz,DBSM/F/Klemm,Ac 46 b,Ac 46 b,1760,"Allgemeines Verzeichnis der Bücher, welche von Ostern bis Michaelis von Michaelis bis Ostern neu gedruckt oder aufgelegt worden sind : ", : ,983437998,,,,,,,,,009030115,1,04
01296283X,L-1829-195939719,Abvz,DBSM/F/Klemm,Ec 101,Ec 101,1829,"Wochenblatt für Buchhändler, Musikhändler, Buchdrucker und Antiquare : ", : ,1059631253,,,,,,,,,009030115,1,04
013019864,L-1715-168506416,Abvz,DBSM/F/Klemm,Od 96,Od 96,1715,"Summarischer Nachrichten von auserlesenen, mehrenteils alten in der Thomasischen Bibliotheque vorhandenen Büchern ... Stück : ", : ,1059633183,,,,,,,,,009030115,1,02
013056352,L-1826-331506718,Abvz,DBSM/F/Klemm,Ac 58,Ac 58,1826,"Bibliographie von Deutschland oder wöchentliches Verzeichnis aller in Deutschland herauskommenden neuen Bücher, Musikalien und Kunstsachen : ", : ,1059634155,,,,,,,,,009030115,1,04
013153978,L-1753-158758129,Abvz,DBSM/F/Klemm,Ae 9,Ae 9,1753,Johann Gottlob Wilhelm Dunkels historisch-critische Nachrichten von verstorbenen Gelehrten und deren Schriften : , : ,,,,,,,,,,009030115,1,02
013304410,L-1823-087786907,Abvz,MZLS,"Fach 2, 1913-1949",ZC 126,1823,Leipziger Adreßbuch : unter Benutzung amtl. Quellen, : ,1019861274,,,,,,,,,009030115,1,01
013304410,L-1823-162797729,Abvz,DBSM/F/Klemm,Ae 77,Ae 77,1823,Leipziger Adreßbuch : unter Benutzung amtl. Quellen, : ,1019861274,,,,,,,,,009030115,1,02
013635638,L-1829-383720575,Abvz,DBSM/F/Klemm,"Af 714, [1]","Af 714, [1]",1829,"Monatlicher Bericht über alle neu erschienenen Bücher, Landkarten und Kupferstiche welche in Königsberg angekommen und nebst einem vollständigen Sorti", : ,,,012664065,,,,,,,009030115,1,02
013865943,L-1784-436206005,Abvz,DBSM/F/Klemm,Na 7,Na 7,1784,Freiburger Zeitung : , : ,027396886,,,,,,,Inkunabel des Rotationstiefdrucks,,009030115,1,03
013882716,L-1807-165042974,Abvz,DBSM/F/Klemm,Ba 735,Ba 735,1799,"Almanach der Fortschritte, neuesten Erfindungen und Entdeckungen in Wissenschaften, Künsten, Manufakturen und Handwerken : ", : ,1046548662,,,,,,,,,009030115,1,02
014270560,L-1723-405942443,Abvz,DBSM/F/Klemm,Ad 717,Ad 717,1723,The @monthly catalogue : , : ,99402665X,,,,,,,,,009030115,1,02
015115534,L-1822-352966858,Advz,DBSM/F/Klemm,Ca 193,Ca 193,1822,"Mémoires de l'Institut de France, Académie des Inscriptions et Belles-Lettres : ", : ,1059648180,,,,,,,,,009030115,1,01
015304175,L-1776-178166162,Abvz,DBSM/F/Klemm,Af 259,Af 259,1776,Allgemeines Verzeichniß neuer Bücher : mit kurzen Anmerkungen nebst einem gelehrten Anzeiger, : ,1059650916,,,,,,,,,009030115,1,02
016071484,L-1781-487358481,Abvz,DBSM/F/Klemm,"Vf, 223","Vf, 223",1781,Le @politique hollandais : , : ,,,,,,,,,,009030115,1,02
016264126,L-1797-179230743,Abvz,DBSM/F/Klemm,Ac 46/1797,Ac 46/1797,1797,"Catalogus librorum, qui Librariae Weidmannianae Lipsiae sumtibus sunt editi : ", : ,,,012825204,,,,,,,009030115,1,02
01634653X,L-1821-381810038,Abvz,DBSM/F/Klemm,"Af 710, [1]","Af 710, [1]",1821,"Verzeichnis derjenigen Bücher aus allen Wissenschaften, welche im ... des Jahres ... ganz neu, oder in neuen Auflagen erschienen sind : wissenschaftli", : ,,,,,,,,,,009030115,1,02
016468686,L-1750-295571489,Abvz,DBSM/F/Klemm,Ae 77,Ae 77,1750,"Leipziger Adreß-, Post- und Reise-Kalender : auf das Jahr Christi ..., in welchem die bey dem Churfürstl. Sächsischen Gouvernement, sämmtlichen Colleg", : ,1027091881,,,,,,,,,009030115,1,02
017086973,L-1753-383720184,Abvz,DBSM/F/Klemm,"Ee 107, [3]","Ee 107, [3]",1753,"Catalogus von alten und neuen Büchern, welche von der Leipziger Michaelis-Messe ... mitgebracht worden, und nebst vielen andern um beygefügte Preise z", : ,017086949,,,,,,,,,009030115,1,02
017305640,L-1811-196404649,Abvz,DBSM/F/Klemm,"Af 644, [1]","Af 644, [1]",1811,"Verzeichnis gebundener Bücher, welche um beigesezte wolfeile Preise zu haben sind bei dem Bücherantiquar Friedrich Heerdegen in Fürth : ", : ,,1046558005,,,,,,,,009030115,1,02
01766098X,L-1777-154066443,Abvz,DBSM/F/Klemm,Ad 75,Ad 75,1777,Anzeigen und Beurtheilungen akademischer und anderer kleiner Schriften : , : ,1072703270,,,,,,,,,009030115,1,02
017812577,L-1692-156006332,Abvz,DBSM/F/Klemm,Ac 48,Ac 48,1692,"Catalogus universalis, sive designatio omnium librorum, qui hisce nundinis ... Francofurtensibus & Lipsiensibus anni ... vel novi, vel emendatiores & ", : ,983440751,,,,,,,,,009030115,1,02
018036880,L-1784-383720389,Abvz,DBSM/F/Klemm,"Af 712, [1]","Af 712, [1]",1782,"Catalogue des livres anciens et nouveaux qui se trouvent a Berlin chez Jean Jasperd, Libraire : ", : ,1022190806,,,,,,,,,009030115,1,02
019510276,L-1732-166195782,Abvz,DBSM/F/Klemm,Af 261,Af 261,1732,"Catalogi Dissertationum Theologico-Exegetico-Philologicarum, Itemque Variorum Tractatuum, Schediasmatum, Programmatum, Etc. Venalium Apud Joan. Christ", : ,1027003842,,,,,,,,,009030115,1,02
020614519,L-1821-179233947,Abvz,DBSM/F/Klemm,Af 1,Af 1,1821,"Apparatus literarius sive Index librorum lectissimorum quos suo sibi aere coemtos emturientibus offert Jo. August. Gottl. Weigel, Academ. Lipsiens. Au", : ,,,,,,,,,,009030115,1,02
361090102,L-1829-165498498,Aal,DBSM/F/Klemm,Ab 30/2,Ab 30/2,1829,"Conversations-Lexikon für den Handgebrauch oder Hülfswörterbuch für diejenigen, welche über die beim Lesen sowohl, als in mündlichen Unterhaltungen vo", : ,,,,,,,,,,,1,02
361124953,L-1761-166134074,Aal,DBSM/F/Klemm,Bb 222 (Großformate),Bb 222,1761,Art de faire le papier : , : ,,,,,,,,,,,1,02
365312665,L-1779-155458507,Aal,DBSM/F/Klemm,Da 11,Da 11,1779,Ueber die Geschichte der Erfindung der Buchdruckerkunst : Nebst d. vorläuf. Anzeige d. Inhaltes s. Geschichte d. Erfindung der Buchdruckerkunst, : ,,,,1044992719,Qd,,,,,,1,03
365338605,L-1789-155348574,Afl,DBSM/F/Klemm,Af 5,Af 5,1789,Catalogue des Livres de la bibliothèque,Vol. 1-6 : ,,,,,,,,,,,1,02
365494410,L-1795-157761533,Afl,DBSM/F/Klemm,Aa 6,Aa 6,1795,Einleitung in die Bücherkunde,T. 1. : Bibliographie,,,,1044992719,Qd,,,,,,1,02
365494429,L-1796-15776155X,Afl,DBSM/F/Klemm,Aa 6,Aa 6,1796,Einleitung in die Bücherkunde,T. 2. : Literargeschichte,,,,1044992719,Qd,,,,,,1,02
365564656,L-1821-158975642,Afl,DBSM/F/Klemm,Ac 10,Ac 10,1821,Allgemeines bibliographisches Lexikon,Bd. 1. : A-L,,,,,,,,,,,1,02
365564664,L-1830-158975715,Afl,DBSM/F/Klemm,Ac 10,Ac 10,1830,Allgemeines bibliographisches Lexikon,Bd. 2. : M-Z,,,,,,,,,,,1,02
365681830,L-1791-162671032,Aal,DBSM/F/Klemm,Sd 21,Sd 21,1791,Johann Christoph Gatterers praktische Heraldik : , : ,,,,,,,,,,,1,02
36608156X,L-1756-163016755,Afl,DBSM/F/Klemm,Ae 10,Ae 10,1756,Zuverlässige Nachrichten von den vornehmsten Schriftstellern vom Anfange der Welt bis 1500,Theil 1 : ,,,,,,,,,,,1,02
368117596,L-1753-177604964,Afl,DBSM/F/Klemm,Ga 207,Ga 207,1753,"Herrn Zacharias Conrad von Uffenbach Merkwürdige Reisen durch Niedersachsen, Holland, Engelland",Tl 1 : ,,,,,,,,,,,1,02
36811760X,L-1753-177604972,Afl,DBSM/F/Klemm,Ga 207,Ga 207,1753,"Herrn Zacharias Conrad von Uffenbach Merkwürdige Reisen durch Niedersachsen, Holland, Engelland",Tl 2 : ,,,,,,,,,,,1,02
368117618,L-1753-177605006,Afl,DBSM/F/Klemm,Ga 207,Ga 207,1753,"Herrn Zacharias Conrad von Uffenbach Merkwürdige Reisen durch Niedersachsen, Holland, Engelland",Tl 3 : ,,,,,,,,,,,1,02
550366180,L 0000628,Abn,DBSM/F/Klemm,Bc 7,Bc 7,0,"Papiergeschichte : Zeitschr. d. Referats Papierforschung, Papiergeschichte d. Dt. Museums München", : ,,,,,,,,,,,1,02
550366180,L-1951-16101142X,Abn,DBSM/F/Klemm,Bc 7,Bc 7,0,"Papiergeschichte : Zeitschr. d. Referats Papierforschung, Papiergeschichte d. Dt. Museums München", : ,,,,,,,,,,009030115,1,04
550366180,L-1951-16960151X,Abn,DBSM/F/Klemm,Bc 7 a,Bc 7 a,0,"Papiergeschichte : Zeitschr. d. Referats Papierforschung, Papiergeschichte d. Dt. Museums München", : ,,,,,,,,,,009030115,1,05
550510095,L-0000-344535568,Abvz,DBSM/F/Klemm,Bc 120,Bc 120,0,Interpack : Katalog, : ,,,,,,,,,,009030115,1,02
551771909,L-0000-155607456,Abvz,DBSM/F/Klemm,(ÜF / 3. OG: R75/6/5),"Be 59, [21]",0,Poesie der Schmuckkunst : Kalender für das Jahr ..., : ,,,,,,,,,,009030115,1,02
551771976,L-0000-155409786,Abvz,DBSM/F/Klemm,(ÜF / 3. OG: R75/6/5),"Be 59, [17]",0,Paperweights : Faszination in Glas ; Kalender ..., : ,,,,,,,,,,009030115,1,02
551771976,L-0000-155409794,Abvz,DBSM/F/Klemm,(ÜF / 3. OG: R75/6/5),"Be 59, [17a]",0,Paperweights : Faszination in Glas ; Kalender ..., : ,,,,,,,,,,009030115,1,03
573216916,L-1774-162670729,Aal,DBSM/F/Klemm,Sd 22 /2,Sd 22 /2,1774,Abriß der Heraldik oder Wappenkunde zum Nuzen der studierenden Jugend entworfen und zuerst mit 8 Kupfertafeln erläutert ; mit doppelten Registern verm, : ,,,,,,,,,,,1,02
579249921,L-1777-155457632,Aal,DBSM/F/Klemm,Da 11,Da 11,1777,Ueber den Druck der geographischen Charten : nebst beygefügter Probe e. ... Landcharte, : ,,,,,,,,,,,1,02
579249956,L-1793-155457128,Aal,DBSM/F/Klemm,Ha 5,Ha 5,1793,Ueber Bibliographie und Bibliophilie : , : ,,,,1044992719,Qd,,,,,,1,02
579412687,L-1750-16072726X,Aal,DBSM/F/Klemm,Ad 73,Ad 73,1750,Analecta litteraria de libris rarioribus : , : ,,,,,,,,,,,1,02
941676056,L-0000-150745311,Abvz,DBSM/F/Klemm,Dc 126,Dc 126,0,Der @Druckstock : Sendbote an alle Zunftgenossen der Fachgruppe Buchgewerbe Leipzig im Kulturbund der DDR, : ,,,,,,,,,,009030115,1,02
946013896,L-0000-406078920,Abvz,DBSM/F/Klemm,Pe 800,Pe 800,0,Nemeckij Knižnyj Informacionnyj Centr Moskva : KnIC,",  : , ",", ",,,,,,,,,009030115,1,02
95269350X,L-1750-156362481,Afl,DBSM/F/Klemm,Ac 4,Ac 4,1750,Bibliothèque curieuse historique et critique ou catalogue raisonné de livres difficiles à trouver,Bd. 1 - 9 : ,,,,,,,,,,,1,02
983077134,L-1675-162441258,Aa,DBSM/F/Klemm,Ba 853,Ba 853,1675,"Tractatus De typographis, bibliopolis, chartariis et bibliopegis, in quo de eorum statutis & immunitatibus abusibus item & controversiis, censura libr", : ,,,,,,,,Nur vorh: Diessertatio de chartariis,,,1,02
985856432,L-2007-320536,Aa,DBSM/F/Klemm,Ga 2075,Ga 2075,1756,Christian Gottlieb Schwarzii de ornamentis librorum et varia rei librariae veterum supellectile dissertationum antiquariarum hexas : , : ,,,,,,,,,,,1,02
986026581,L-2007-320601,Aa,DBSM/F/Klemm,(ÜF / 3. OG: R75/8/6),Cb 499,1813,"Le @maitre d'ecriture des commercans en caractères : Français, Anglais, Hollandais, Italiens et Allemands", : ,,,,,,,,,,,1,02
986026689,L-2007-324961,Aa,DBSM/F/Klemm,Cb 498,Cb 498,1696,"Vorschrifft, Teutsch und Lateinischer Schrifften : ", : ,,,,,,,,,,,1,02
986026832,L-2007-324966,Af,DBSM/F/Klemm,Cb 1,Cb 1,1737,Michael Baurenfeinds Vollkommene Wieder-Herstellung der bißher sehr in Verfall gekommenen gründlich- u. zierlichen Schreib-Kunst ...,"Theil 2. : In welchem die rechten Fundamenta derer gebräuchlichsten modernen Schrifften compendiös und leicht begreifflich, zu jedermans Nutzen, Aushülffe und Nachahmung, mit Figuren in Punktis und Linien, deutlich vorgestellet, demonstriret und verschiedene Hand-Griffe und Vortheile angezeiget und gewiesen werden",,,,,,,,,,,1,02
986503762,L-2007-325490,Aa,DBSM/F/Klemm,La 62,La 62,1818,Der @Steindruck : erfunden zu München von Aloys Senefelder 1796 ; durch ihn zur chemischen Druckerey erhoben 1798 ; in diesem Lehrbuche ausführlich be, : ,,,,,,,,,,,1,02
986959332,L-2008-303179,Aa,DBSM/F/Klemm,Cb 506,Cb 506,1830,"Handleiding tot de schrijfkunst, naar vaste regelen, met aanwijzing van de meest in het oog vallende afwijkingen : ", : ,,,,,,,,,,,1,02
988003732,L-2008-306769,Aa,DBSM/F/Klemm,"Ee 6, [30]","Ee 6, [30]",1818,"Darf Macklot in Stuttgart mir, dem rechtmäßigen Verleger, und dem Privilegium seines eigenen Königs zum Hohn, das Conversations-Lexicon zum zweiten Ma", : ,,,,,,,,,,,1,02
988368315,L-2008-313944,Aa,DBSM/F/Klemm,Qg 80,Qg 80,1714,De libris a pontificiis aliisque haereticis praejudicium doctrinae purioris nosta et superiori aetate suppressis et corruptis schediasma complectens s, : ,,,,,,,,Ersatz für Bö.-V. Kriegsverlust,,,1,02
991581652,L-2008-325132,Aa,DBSM/F/Klemm,Ba 1458 (Großformate),Ba 1458,1753,Hoch-Fürstlich Brandenburg-Onolzbachische verneuerte Stampf-Pappier-Ordnung : , : ,,,,,,,,,,,1,02
993882676,L-1740-153946652,Aal,DBSM/F/Klemm,Da 107,Da 107,1740,"Als das dritte Jubel-Jahr der Buchdrucker-Kunst gekommen, hat auch Frankfurth seine Pflicht an der Oder wahrgenommen : ", : ,,,,,,,,,,,1,02
993885179,L-1614-153948612,Aal,DBSM/F/Klemm,Ae 16,Ae 16,1614,"Illustrium Holandiae et Westfrisiae ordinum Alma Academia Leidensis [... id est icones atque vitae illustrissimorum principum, ... Acad. curatorum aut", : ,,,,,,,,,,,1,02
993908063,L-1776-153970227,Aal,DBSM/F/Klemm,Cb 13,Cb 13,1776,"Vollkommene Gründ- und Regulmäßige Anweisung zur Schön-Schreib-Kunst, darinnen man... die Current- Canzley- und Fractur-Schrifften- ingleichen auch di", : ,,,,,,,,,,,1,02
993908454,L-1764-153970677,Aal,DBSM/F/Klemm,Cb 16,Cb 16,1764,"Muster einer ganz neuen schönen und regulmäßigen Schreib-Art, durch das ganze Alphabet, in Fractur, Canzley und Current, dann vielen veränderten Jügen", : ,,,,,,,,Börsenvereinsbibliothek Kriegsverlust,,,1,02
993914918,L-9999-154003182,Aal,DBSM/F/Klemm,Cb 20,Cb 20,1555,Opera ... nelle quale si insegna a scrivere varie sorte di lettere : , : ,,,,,,,,,,,1,02
99393501X,L-1814-154044679,Aal,DBSM/F/Klemm,"Cba 151, [1]","Cba 151, [1]",1814,Bourgeois Fraktur No. 51 : , : ,,,,,,,,,,,1,02
993936024,L-1762-163195366,Afl,DBSM/F/Klemm,Fb 4,Fb 4,1762,"Anweisung zur Buchbinderkunst, darinnen alle Handarbeiten, die zur Dauer und Zierde eines Buches gereichen, möglichst beschrieben, nebst einem Unterri",1 : ,,,,,,,,Mit rot ornamentierten Goldschnitt d. 19. Jh.,,,1,03
993936105,L-1762-163195315,Afl,DBSM/F/Klemm,Fb 4,Fb 4,1762,"Anweisung zur Buchbinderkunst, darinnen alle Handarbeiten, die zur Dauer und Zierde eines Buches gereichen, möglichst beschrieben, nebst einem Unterri",2 : ,,,,,,,,Mit rot ornamienierten Goldschnitt d. 19. Jh.,,,1,03
993937187,L-1794-154046582,Aal,DBSM/F/Klemm,Af 243,Af 243,1794,"Verzeichniß der fast alle Theile der Gelehrsamkeit vorzüglich aber die Zoologie, Botanik, Mineralogie ... betreffenden Büchersammlung des verstorbenen", : ,,,,,,,,,,,1,02
99396513X,L-1745-154087750,Afl,DBSM/F/Klemm,Ad 57,Ad 57,1745,Bibliotheca scriptorum Mediolanensium,1 : ,,,,,,,,,,,1,02
993965237,L-1745-154087890,Afl,DBSM/F/Klemm,Ad 57,Ad 57,1745,Bibliotheca scriptorum Mediolanensium,2 : ,,,,,,,,,,,1,02
993974228,L-1771-154114626,Aal,DBSM/F/Klemm,Ba 933,Ba 933,1771,"Arrêt du conseil dʹétat du Roi : Portant modération & interprétation de plusiers articles du tarif des droits sur les papiers & cartons, annexé à la D", : ,,,,,,,,Xerokopie,,,1,02
993993443,L-1789-15453367X,Afl,DBSM/F/Klemm,"Od 170, [1]","Od 170, [1]",1789,Bibliotheca Roloffiana [Friedrich Jakob Roloff],1 : ,,,,,,,,,,,1,03
99399346X,L-1789-154533785,Afl,DBSM/F/Klemm,"Od 170, [1]","Od 170, [1]",1789,Bibliotheca Roloffiana [Friedrich Jakob Roloff],2 : ,,,,,,,,,,,1,03
994000340,L-1770-15428050X,Aal,DBSM/F/Klemm,Ea 91,Ea 91,1770,"Eines @Hochlöblichen Raths des Heil. Röm : Reichs freyen Stadt Nürnberg, Auctions-Ordnung", : ,,,,,,,,,,,1,02
994003730,L-1761-15428467X,Afl,DBSM/F/Klemm,Ac 33,Ac 33,1761,Bibliothecae Casanatensis Catalogus libronum typis impressorum,1. : A.B.,,,,,,,,,,,1,02
994003803,L-1768-154284742,Afl,DBSM/F/Klemm,Ac 33,Ac 33,1768,Bibliothecae Casanatensis Catalogus libronum typis impressorum,2. : C.D.,,,,,,,,,,,1,02
994003846,L-1775-154284815,Afl,DBSM/F/Klemm,Ac 33,Ac 33,1775,Bibliothecae Casanatensis Catalogus libronum typis impressorum,3. : E.F.G,,,,,,,,,,,1,02
994003870,L-1788-154284904,Afl,DBSM/F/Klemm,Ac 33,Ac 33,1788,Bibliothecae Casanatensis Catalogus libronum typis impressorum,4. : H.I.K,,,,,,,,,,,1,02
994042248,L-1773-15435600X,Aal,DBSM/F/Klemm,"Od 172, [1]","Od 172, [1]",1773,"Bibliotheca selectissima sive catalogus librorum magnam partem philologicorum quos inter eminent auctores graeci et romani classici, quosque magno stu", : ,,,,,,,,,,,1,02
994046383,L-1679-154372234,Aal,DBSM/F/Klemm,Ba 744,Ba 744,1679,Miscellanea historica regni Bohemiae : Caput XXII, : ,,,,,,,,,,,1,02
994050445,L-1737-154378577,Aal,DBSM/F/Klemm,Caa 15,Caa 15,1737,"Clavis diplomatica, tradens specimina veterum scripturarum, nimirum alphabeta varia, compendia scribendi medii aevi, notariorum veterum signa nonnulla", : ,,,,,,,,,,,1,02
994050666,L-1737-154378852,Aal,DBSM/F/Klemm,Caa 15,Caa 15,1737,"Scriptores rei diplomaticae tum qui generatim de re diplomatica, tum in specie de bellis diplomaticis egerunt item diplomatum collectores nec non rece", : ,,,,,,,,,,,1,02
994051743,L-1791-154380008,Afl,DBSM/F/Klemm,Ad 18,Ad 18,1791,"De Florentina Iuntarum typographia eiusque cersoribus ex qua graeci, latini, tusci scriptores ope codicum manuscriptorum ... prodierunt",P. 1-2 : Iuntarum typographiae Annales,,,,,,,,,,,1,02
994055366,L-1810-154384267,Afl,DBSM/F/Klemm,Ag 111,Ag 111,1810,Nathan Bailey's Dictionary English-German and German-English,2. : Deutsch-Englisch,,,,,,,,,,,1,02
99406473X,L-1770-154452416,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1770,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",T. 1. : A - F,,,,,,,,,,,1,02
994064772,L-1771-154452475,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1771,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",T. 2. : G - L,,,,,,,,,,,1,02
994064802,L-1771-15445253X,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1771,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",T. 3. : M - R,,,,,,,,,,,1,02
994064810,L-1772-154452556,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1772,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",T. 4. : S - Z,,,,,,,,,,,1,02
99406487X,L-1774-154452610,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1774,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",Suppl. Bd 1. : A - C,,,,,,,,,,,1,02
994064888,L-1774-154452629,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1774,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",Suppl. Bd 2. : D - Z,,,,,,,,,,,1,02
994064926,L-1791-154452645,Afl,DBSM/F/Klemm,Ac 51,Ac 51,1791,"Bibliotheca librorum rariorum universalis oder vollständigs Verzeichniß rarer Bücher, aus den besten Schriftstellern mit Fleiß zusammen getragen u. au",Suppl. Bd 3. : A - Z,,,,,,,,,,,1,02
994066635,L-1764-154454532,Aal,DBSM/F/Klemm,Da 161,Da 161,1764,"Primitiae typographicae Spirensis, oder Nachrichten von der ersten und berühmten Drachischen Buchdruckerey ... : ", : ,,,,,,,,,,,1,02
994080387,L-1822-154468789,Aal,DBSM/F/Klemm,"Ee 6, [7]","Ee 6, [7]",1822,"Bau-Rede, gesprochen am 4. Julius 1822 : Dem Bauherrn F. A. Brockhaus gewidmet", : ,,,,,,,,,,,1,02
994090994,L-1740-154496847,Aal,DBSM/F/Klemm,Ba 558 a,Ba 558 a,1740,"Anhang oder alphabetischer Zeiger dererjenigen unterschiedlichen gebräuchlichen Nahmen und Wörter, so die Papiermacher sich bedienen, und wie sie ein ", : ,,,,,,,,,,,1,02
994096631,L-1823-154502952,Aal,DBSM/F/Klemm,Ba 320,Ba 320,1823,"Bekanntmachung des Königlichen Ober-Steuer-Collegii, die Veränderung des Stempel-Papiers betreffend : Hannover, den 2ten Mai 1823", : ,,,,,,,,,,,1,02
994098847,L-1704-154506206,Aal,DBSM/F/Klemm,Ba 836,Ba 836,1704,"[Amtliche Bekanntmachungen und Verfügungen zum Lumpensammeln in Vorpommern : Fotokopien aus ""Amtsblatt d. Kgl. Regierung zu Stralsund"", 1819 - 1822; a", : ,,,,,,,,,,,1,02
994118473,L-1619-154526304,Aal,DBSM/F/Klemm,Cb 19,Cb 19,1619,139 Kalligraphische Vorlagen in Original : , : ,,,,,,e,,Beschlagnahmt. - Alte Sig.: Cc 19,,,1,02
