idn,akz,bbg,standort,signatur_g,signatur_a,jahr,titel,stuecktitel,f4243,f4256,f4241,f4105_9,f4105_g,ausleihcode,sig_komm,f4801_a,f4801_k,bibliothek,einrichtung,exemplar
011881364,L-1616-160594197,Abvz,DBSM/F/Bö,Bö C X 121,Bö C X 121,1616,Relationis historicae semestralis continuatio : Jacobi Franci historische Beschreibung der denckwürdigsten Geschichten ..., : ,1046058347,,,,,,,,,009030115,1,02
011891130,L-1712-737373822,Abvz,DBSM/F/Bö,Bö C VIII 118,Bö C VIII 118,1712,"Catalogus universalis sive designatio eorum librorum, qui hisce nundinis vernalibus Francofurtensibus et Lipsiensibus anni ... vel novi, vel emendatio", : ,983440433,,,,,,,,,009030115,1,02
011895985,L-1759-168494949,Abvz,DBSM/F/Bö,Bö C V 139,Bö C V 139,1759,"Museum Noricum oder Sammlung auserlesener kleiner Schrifften, Abhandlungen und Nachrichten aus allen Theilen der Gelahrtheit, vornehmlich der nürnberg", : ,1059588099,,,,,,,,,009030115,1,02
011895985,L-1759-168494957,Abvz,DBSM/F/Bö,Bö C V 137,Bö C V 137,1759,"Museum Noricum oder Sammlung auserlesener kleiner Schrifften, Abhandlungen und Nachrichten aus allen Theilen der Gelahrtheit, vornehmlich der nürnberg", : ,1059588099,,,,,,,,,009030115,1,03
011906294,L-1824-159357683,Abvz,DBSM/F/Bö,Bö F III 581,Bö F III 581,1824,Bibliotheca juridica : Handbuch der gesammten neueren juristischen und staatswissenschaftlichen Literatur ; eine Zusammenstellung aller auf dem Gebiet, : ,,,,,,,,,,009030115,1,02
011906294,L-1824-159357691,Abvz,DBSM/F/Bö,Bö F III 581a,Bö F III 581a,1824,Bibliotheca juridica : Handbuch der gesammten neueren juristischen und staatswissenschaftlichen Literatur ; eine Zusammenstellung aller auf dem Gebiet, : ,,,,,,,,,,009030115,1,03
011906294,L-1824-180252844,Abvz,DBSM/F/Bö,Bö F III 601,Bö F III 601,1824,Bibliotheca juridica : Handbuch der gesammten neueren juristischen und staatswissenschaftlichen Literatur ; eine Zusammenstellung aller auf dem Gebiet, : ,,,,,,,,,,009030115,1,04
011906294,L-1824-180252968,Abvz,DBSM/F/Bö,Bö F III 581,Bö F III 581,1824,Bibliotheca juridica : Handbuch der gesammten neueren juristischen und staatswissenschaftlichen Literatur ; eine Zusammenstellung aller auf dem Gebiet, : ,,,,,,,,,,009030115,1,05
011925558,L-1740-170365921,Abvz,DBSM/F/Bö,Bö D VII 747,Bö D VII 747,1740,Geschichte jezt lebender Gelehrten : , : ,1059590867,,,,,,,,,009030115,1,02
011925582,L-1733-176025871,Abvz,DBSM/F/Bö,Bö G II 307,Bö G II 307,1733,Kurtze Nachricht von den Büchern und deren Urhebern in der Stollischen Bibliothec : , : ,1069969281,,,,,,,Zeitgen. Einbd mit Superexlibr.: J.G.K. u. eingekl. Holzschn. - Exlibr. mit gleichem Monogr.,,009030115,1,03
011925698,L-1773-180565680,Abvz,DBSM/F/Bö,Bö C V 585,Bö C V 585,1773,"Johann Georg Schelhorns Beyträge zur Erläuterung der Geschichte, besonders der schwäbischen Gelehrten- und Kirchen-Geschichte : ", : ,1059590883,,,,,,,,,009030115,1,02
011925701,L-1762-171877551,Abvz,DBSM/F/Bö,Bö E IV 45,Bö E IV 45,1762,"Johann Georg Schelhorns Ergötzlichkeiten aus der Kirchenhistorie und Literatur : in welchen Nachrichten von seltenen Büchern, wichtige Urkunden, merkw", : ,1059590891,,,,,,,,,009030115,1,02
01192571X,L-1737-171875729,Abvz,DBSM/F/Bö,Bö C IV 132,Bö C IV 132,1737,Jo. Georgii Schelhornii amoenitates historiae ecclesiasticae et literariae : quibus variae observationes ... exhibentur, : ,,,,,,,,,,009030115,1,02
011927038,L-1792-165442417,Abvz,DBSM/F/Bö,Bö C V 37,Bö C V 37,1792,Beyträge zur Ergänzung der deutschen Litteratur- und Kunstgeschichte : , : ,105210438X,,,,,,,Schenkg Kirchhoff,,009030115,1,02
012004758,L-1810-180403230,Abvz,DBSM/F/Bö,Bö H 174/2°,Bö H 174/2°,1810,Leipziger Zeitung : Amtsblatt des Königlichen Landgerichts und des Königlichen Amtsgerichts Leipzig sowie der Königlichen Amtshauptmannschaft Leipzig, : ,,105959305X,,,,,,,,009030115,1,02
012004758,L-1810-18040332X,Abvz,DBSM/F/Bö,Bö E IV 1090/4,Bö E IV 1090/4,1810,Leipziger Zeitung : Amtsblatt des Königlichen Landgerichts und des Königlichen Amtsgerichts Leipzig sowie der Königlichen Amtshauptmannschaft Leipzig, : ,,105959305X,,,,,,,,009030115,1,04
012017051,L-1772-180565699,Abvz,DBSM/F/Bö,Bö C V 585,Bö C V 585,1772,Beyträge zur Erleuterung der Geschichte besonders der schwäbischen Kirchen- und Gelehrten-Geschichte : , : ,1059593505,,,,,,,,,009030115,1,02
012362816,L-1757-155463586,Abvz,DBSM/F/Bö,Bö F I 15/4°,Bö F I 15/4°,1757,Annales typographiques ou notice du progrès des connoissances humaines : , : ,1059597225,,,,,,,,,009030115,1,02
012590681,L-1828-154724149,Abvz,DBSM/F/Bö,Bö F III 188,Bö F III 188,1828,"Svensk bibliographi för år ... eller Allmän Förteckning öfwer utkomna Böcker, Musikalier, Kartor, Kopparstick och Stentryck : ", : ,1059602733,,,,,,,,,009030115,1,02
012663921,L-1689-177718900,Abvz,DBSM/F/Bö,Bö F II 321,Bö F II 321,1689,Monatliche Unterredungen einiger guten Freunde von allerhand Büchern und andern annehmlichen Geschichten : allen Liebhabern der Curiositäten zur Erget, : ,1026420385,,,,,,,,,009030115,1,02
012663921,L-1689-177718927,Abvz,DBSM/F/Bö,Bö F II 321a,Bö F II 321a,1689,Monatliche Unterredungen einiger guten Freunde von allerhand Büchern und andern annehmlichen Geschichten : allen Liebhabern der Curiositäten zur Erget, : ,1026420385,,,,,,,,,009030115,1,03
012663948,L-1704-192227556,Abvz,DBSM/F/Bö,Bö F II 321,Bö F II 321,1704,"Curieuse Bibliothec, Oder Fortsetzung der Monatlichen Unterredungen einiger guten Freunde, Von allerhand Büchern und andern annehmlichen Geschichten :", : ,1001568281,,,,,,,,,009030115,1,02
012671606,L-1830-154531774,Abvz,DBSM/F/Bö,Bö E I 98,Bö E I 98,1830,"Allgemeiner Anzeiger und Nationalzeitung der Deutschen : der öffentlichen Unterhaltung über gemeinnützige Gegenstände aller Art gewidmet, zugleich all", : ,1059605562,,,,,,,,,009030115,1,02
012671606,L-1830-154532134,Abvz,DBSM/F/Bö,Bö C X 494,Bö C X 494,1830,"Allgemeiner Anzeiger und Nationalzeitung der Deutschen : der öffentlichen Unterhaltung über gemeinnützige Gegenstände aller Art gewidmet, zugleich all", : ,1059605562,,,,,,,,,009030115,1,04
012671606,L-1830-154532312,Abvz,DBSM/F/Bö,Bö E I 98,Bö E I 98,1830,"Allgemeiner Anzeiger und Nationalzeitung der Deutschen : der öffentlichen Unterhaltung über gemeinnützige Gegenstände aller Art gewidmet, zugleich all", : ,1059605562,,,,,,,,,009030115,1,05
012705225,L-1778-167901389,Abvz,DBSM/F/Bö,Bö F I 94,Bö F I 94,1778,"Miscellaneen literarischen Innhalts, größtentheils aus ungedruckten Quellen : ", : ,1059621274,,,,,,,,,009030115,1,02
012710229,L-1798-171503139,Abvz,DBSM/F/Bö,Bö C V 286,Bö C V 286,1798,Sammlung der Verordnungen der Reichsstadt Frankfurt : , : ,,,,,,,,,,009030115,1,02
012720623,L-1775-171152425,Abvz,DBSM/F/Bö,Bö B III 31,Bö B III 31,1775,Journal zur Kunstgeschichte und zur allgemeinen Litteratur : , : ,024205303,,,,,,,,,009030115,1,02
01272291X,L-1780-167293796,Abvz,DBSM/F/Bö,Bö D II 11,Bö D II 11,1780,"Magazin des Buch- und Kunsthandels, welches zum Besten der Wissenschaften und Künste von den dahin gehörigen Neuigkeiten Nachricht giebt : ", : ,1059623234,,,,,,,,,009030115,1,02
01272291X,L-1780-16729380X,Abvz,DBSM/F/Bö,Bö D II 11a,Bö D II 11a,1780,"Magazin des Buch- und Kunsthandels, welches zum Besten der Wissenschaften und Künste von den dahin gehörigen Neuigkeiten Nachricht giebt : ", : ,1059623234,,,,,,,,,009030115,1,03
012730025,L-1791-173757138,Abvz,DBSM/F/Bö,Bö C VII 327,Bö C VII 327,1791,Nekrolog : auf das Jahr ... enthaltend Nachrichten von d. Leben merkwürdiger in diesem Jahre verstorbener Deutscher, : ,1046051962,,012730033,,,,,Stiftg Hermann,,009030115,1,02
01273005X,L-1824-168579634,Abvz,DBSM/F/Bö,Bö C VII 2614,Bö C VII 2614,1824,Neuer Nekrolog der Deutschen : , : ,105962382X,,,,,,,"Stift Hermann. - Es fehlt Jg. 5. 1829, T. 1",,009030115,1,02
012802964,L-1795-154532304,Abvz,DBSM/F/Bö,Bö D II 3,Bö D II 3,1795,"Neues Archiv für Gelehrte, Buchhändler und Antiquare : ", : ,,1193108225,,,,,,,,009030115,1,03
012810738,L-1759-164534288,Abvz,DBSM/F/Bö,Bö D V 19,Bö D V 19,1759,Johann Heinrich Gottlobs von Justi @fortgesetzte Bemühungen zum Vortheil der Naturkunde und des gesellschaftlichen Lebens der Menschen : , : ,105962723X,,,,,,,,,009030115,1,02
012825204,L-1760-178165778,Abvz,DBSM/F/Bö,Bö C VIII 118,Bö C VIII 118,1760,"Allgemeines Verzeichnis der Bücher, welche von Ostern bis Michaelis von Michaelis bis Ostern neu gedruckt oder aufgelegt worden sind : ", : ,983437998,,,,,,,,,009030115,1,05
012903795,L-1815-154533610,Abvz,DBSM/F/Bö,Bö E IV 556,Bö E IV 556,1815,Allemannia : für Recht u. Wahrheit, : ,1046053086,,,,,,,,,009030115,1,02
012928704,L-1830-176804730,Abvz,DBSM/F/Bö,Bö D III 52,Bö D III 52,1830,Politisches Taschenbuch : für das Jahr ..., : ,,,,,,,,,,009030115,1,02
012962821,L-1820-179951300,Abvz,DBSM/F/Bö,Bö D II 50,Bö D II 50,1820,"Wochenblatt für Buchhändler, Buchdrucker, Antiquare, Musik- und Disputationshändler : ", : ,,,,,,,,,,009030115,1,02
01296283X,L-1829-382839331,Abvz,DBSM/F/Bö,Bö D II 50,Bö D II 50,1829,"Wochenblatt für Buchhändler, Musikhändler, Buchdrucker und Antiquare : ", : ,1059631253,,,,,,,,,009030115,1,02
01296283X,L-1829-179951645,Abvz,DBSM/F/Bö,Bö D II 50a,Bö D II 50a,1829,"Wochenblatt für Buchhändler, Musikhändler, Buchdrucker und Antiquare : ", : ,1059631253,,,,,,,,,009030115,1,03
01296283X,L-1829-179951882,Abvz,DBSM/F/Bö,Bö H 174/2°,Bö H 174/2°,1829,"Wochenblatt für Buchhändler, Musikhändler, Buchdrucker und Antiquare : ", : ,1059631253,,,,,,,,,009030115,1,05
013013270,L-1782-175018979,Abvz,DBSM/F/Bö,Bö B V 13,Bö B V 13,1782,Sammlungen zur Geschichte der Formschneidekunst in Teutschland : , : ,,,,,,,,,,009030115,1,02
013056352,L-1826-154723061,Abvz,DBSM/F/Bö,Bö F III 122,Bö F III 122,1826,"Bibliographie von Deutschland oder wöchentliches Verzeichnis aller in Deutschland herauskommenden neuen Bücher, Musikalien und Kunstsachen : ", : ,1059634155,,,,,,,,,009030115,1,02
013056352,L-1826-331506815,Abvz,DBSM/F/Bö,Bö F III 122 a,Bö F III 122 a,1826,"Bibliographie von Deutschland oder wöchentliches Verzeichnis aller in Deutschland herauskommenden neuen Bücher, Musikalien und Kunstsachen : ", : ,1059634155,,,,,,,,,009030115,1,03
013245422,L-1817-163029164,Abvz,DBSM/F/Bö,Bö F III 665,Bö F III 665,1817,"Handbuch der musikalischen Literatur : oder Verzeichnis der im Deutschen Reiche, in den Ländern des deutschen Sprachgebietes sowie der für den Vertrie", : ,1046044435,,,,,,,,,009030115,1,02
013245422,L-1829-179392468,Abvz,DBSM/F/Bö,Bö D VII 276,Bö D VII 276,1817,"Handbuch der musikalischen Literatur : oder Verzeichnis der im Deutschen Reiche, in den Ländern des deutschen Sprachgebietes sowie der für den Vertrie", : ,1046044435,,,,,,,,,009030115,1,03
013245422,L-1817-313645701,Abvz,DBSM/F/Bö,Bö D VII 969,Bö D VII 969,1817,"Handbuch der musikalischen Literatur : oder Verzeichnis der im Deutschen Reiche, in den Ländern des deutschen Sprachgebietes sowie der für den Vertrie", : ,1046044435,,,,,,,,,009030115,1,04
01325152X,L-1786-178725250,Abvz,DBSM/F/Bö,Bö C V 618,Bö C V 618,1786,Beyträge zur Geschichte der Stadt Nürnberg : , : ,1017736405,,,,,,,,,009030115,1,02
01325796X,L-1812-179952102,Abvz,DBSM/F/Bö,Bö C X 870,Bö C X 870,1812,Großherzoglich-Mecklenburg-Schwerinsches officielles Wochenblatt : , : ,1059637685,,,,,,,,,009030115,1,02
013465317,L-1776-17018529X,Abvz,DBSM/F/Bö,Bö E I 47,Bö E I 47,1776,Litteratur des teutschen Staatsrecht : , : ,,,,,,,,Mit gest. Exlibris für Dr. Sickel,,009030115,1,02
013872893,L-1812-155568779,Abvz,DBSM/F/Bö,Bö C VIII 131/4°,Bö C VIII 131/4°,1812,"Allgemeines Bücher-Lexikon oder vollständiges alphabetisches Verzeichnis aller ... erschienenen Bücher, welche in Deutschland und in den durch Sprache", : ,,1214001394,,,,,,,,009030115,1,02
013890697,L-1825-165863307,Abvz,DBSM/F/Bö,Bö B III 22,Bö B III 22,1825,"Wöchentliche Kunstnachrichten für Künstler, Kunstfreunde, Literatoren, Kunst- und Buchhändler : ", : ,105964178X,,,,,,,,,009030115,1,02
014141248,L-1828-160505380,Abvz,DBSM/F/Bö,Bö F III 200,Bö F III 200,1828,Fortegnelse over de i Kiøbenhavn udkomne bøger : , : ,,,,,,,,,,009030115,1,02
014142260,L-1646-170832643,Abvz,DBSM/F/Bö,Bö F III 218,Bö F III 218,1646,"Bibliographia Gallica universalis, hoc est, Catalogus omnium librorum per universum Galliae regnum : annis ... excusorum", : ,,,,,,,,,,009030115,1,02
014142325,L-1810-155476971,Abvz,DBSM/F/Bö,Bö F III 177,Bö F III 177,1810,The @British bibliographer : , : ,,,,,,,,,,009030115,1,02
014270358,L-1773-155947028,Abvz,DBSM/F/Bö,Bö F III 171 d,Bö F III 171 d,1773,"The @London catalogue of books publ[ished] in Great Britain : with their sizes, prices and publishers", : ,,,,,,,,,,009030115,1,02
014270366,L-1829-155946900,Abvz,DBSM/F/Bö,Bö F III 171/c,Bö F III 171/c,1829,"The @London catalogue of books publ. in Great Britain : with their sizes, prices and publishers", : ,,,,,,,,,,009030115,1,02
015172821,L-1575-155959689,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,02
015172821,L-1575-155960156,Abvz,DBSM/F/Bö,Bö C VIII 117 a,Bö C VIII 117 a,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,03
015172821,L-1575-155960547,Abvz,DBSM/F/Bö,Bö C VIII 117 A,Bö C VIII 117 A,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,04
015172821,L-1575-15596075X,Abvz,DBSM/F/Bö,Bö C VIII 117 Aa,Bö C VIII 117 Aa,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,05
015172821,L-1575-155961543,Abvz,DBSM/F/Bö,Bö C VIII 117 Ab,Bö C VIII 117 Ab,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,06
015172821,L-1575-176429174,Abvz,DBSM/F/Bö,Bö C VIII 117 Ab a,Bö C VIII 117 Ab a,1575,Catalogus novus nundinarum ... Francofurti ad Moenum ... celebratarum : , : ,,,,,,,,,,009030115,1,07
015172856,L-1598-156006588,Abvz,DBSM/F/Bö,Bö C VIII 117 K,Bö C VIII 117 K,1598,"Catalogus universalis pro nundinis Francofurtensibus : de anno ... ; hoc est designatio omnium librorum, qui istis nundinis ..., vel noui vel emedatio", : ,,,,,,,,,,009030115,1,02
015172856,L-1598-156007266,Abvz,DBSM/F/Bö,Bö C VIII 117 Ka,Bö C VIII 117 Ka,1598,"Catalogus universalis pro nundinis Francofurtensibus : de anno ... ; hoc est designatio omnium librorum, qui istis nundinis ..., vel noui vel emedatio", : ,,,,,,,,,,009030115,1,03
015172856,L-1598-737373148,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1598,"Catalogus universalis pro nundinis Francofurtensibus : de anno ... ; hoc est designatio omnium librorum, qui istis nundinis ..., vel noui vel emedatio", : ,,,,,,,,,,009030115,1,04
015172856,L-1598-737373156,Abvz,DBSM/F/Bö,Bö C VIII 117 a,Bö C VIII 117 a,1598,"Catalogus universalis pro nundinis Francofurtensibus : de anno ... ; hoc est designatio omnium librorum, qui istis nundinis ..., vel noui vel emedatio", : ,,,,,,,,,,009030115,1,05
015298892,L-1794-168496593,Abvz,DBSM/F/Bö,Bö F III 156,Bö F III 156,1794,"Naamlijst van Nederduitsche Boeken, als mede Fransche en Latijnsche Werken, Oratien, Dissertatien, Konstprenten, Pourtraitten, Landkaarten, enz. : ged", : ,,,,,,,,,,009030115,1,02
016067010,L-1788-179493205,Abvz,DBSM/F/Bö,Bö C V 997,Bö C V 997,1788,"A @new pocket companion for Oxford : or, guide through the University", : ,,,,,,,,,,009030115,1,02
017173078,L-1738-157881857,Abvz,DBSM/F/Bö,Bö C IV 18,Bö C IV 18,1738,"Destinata literaria et fragmenta lvsatica : d.i. Unternehmungen der Gelehrten, und gesamlete alte auch neue zur nieder-lausitzischen Historie und Gele", : ,1069654469,,,,,,,,,009030115,1,02
017359694,L-1761-155463322,Abvz,DBSM/F/Bö,Bö D II 1,Bö D II 1,1761,Annales typographiques pour l'Allemagne : , : ,,1052102883,,,,,,,,009030115,1,01
017470234,L-1823-159359759,Abvz,DBSM/F/Bö,Bö D VII 254,Bö D VII 254,1823,"Bibliothek der Forst- und Jagd-Wissenschaft : oder Verzeichniß der in älterer und neuerer Zeit, besonders aber vom Jahre ... bis gegen Ende des Jahres", : ,1042402892,,,,,,,,,009030115,1,02
01770247X,L-1573-749144939,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1573,Catalogus novus ex nundinis Francofurti ad Moenum celebratis : , : ,,,,,,,,anfb,,009030115,1,02
017702542,L-1594-156006243,Abvz,DBSM/F/Bö,Bö C VIII 118,Bö C VIII 118,1594,"Catalogus universalis, hoc est designatio omnium librorum, qui hisce nundinis ... Francofurtensibus & Lipsiensibus anno ... vel novi vel emendatiores ", : ,983441081,,,,,,,,,009030115,1,02
017812577,L-1692-737373717,Abvz,DBSM/F/Bö,Bö C VIII 118,Bö C VIII 118,1692,"Catalogus universalis, sive designatio omnium librorum, qui hisce nundinis ... Francofurtensibus & Lipsiensibus anni ... vel novi, vel emendatiores & ", : ,983440751,,,,,,,,,009030115,1,03
017812577,L-1692-737374047,Abvz,DBSM/F/Bö,Bö C VIII 118 a,Bö C VIII 118 a,1692,"Catalogus universalis, sive designatio omnium librorum, qui hisce nundinis ... Francofurtensibus & Lipsiensibus anni ... vel novi, vel emendatiores & ", : ,983440751,,,,,,,,,009030115,1,04
018088899,L-1599-156893576,Abvz,DBSM/F/Bö,Bö C VIII 118 A,Bö C VIII 118 A,1599,"Catalogus universalis pro nundinis : de anno ... ; designatio omnium librorum, qui istis nundinis ... vel novi vel emendatiores aut auctiores prodieru",",  : , ",", ",,,,,,,,,009030115,1,02
018215211,L-1828-154718637,Abvz,DBSM/F/Bö,Bö F III 233,Bö F III 233,1828,Bibliografia italiana ossia giornale generale : , : ,,,,,,,,,,009030115,1,02
018281648,L-1778-344196356,Abvz,DBSM/F/Bö,Bö D II 15,Bö D II 15,1778,Buchhändlerzeitung : auf das Jahr ..., : ,,,,,,,,,,009030115,1,02
018618162,L-1766-155482165,Abvz,DBSM/F/Bö,Bö B III 677,Bö B III 677,1766,Der @Buchdrucker : ein Wochenblatt, : ,,1052121942,,,,,,,,009030115,1,01
018914551,L-1814-168507358,Abvz,DBSM/F/Bö,Bö C X 715,Bö C X 715,1814,Kahlaisches Nachrichtsblatt : Zeitung für Amtsbezirk und Stadt Kahla, : ,,,,,,,,,,009030115,1,02
019393873,L-1715-154990590,Abvz,DBSM/F/Bö,Bö F III 772,Bö F III 772,1715,Bibliographia critica scriptores omnium artium atque scientiarum ordine percensens : , : ,,,,,,,,,,009030115,1,02
019503741,L-1793-166229253,Abvz,DBSM/F/Bö,Bö F III 18,Bö F III 18,1793,Bibliographie interessanter und gemeinnütziger Kenntnisse : , : ,,,,,,,,,,009030115,1,02
01981271X,L-1569-749143282,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1569,"Catalogvs Librorum A Nvndinis Francofvrti Anno ... celebratis ..., tum recens editorum, tum accessione quadam Auctorum Index : Accesservnt Pavci Non N", : ,,,,,,,,,,009030115,1,02
019921993,L-1816-16361766X,Abvz,DBSM/F/Bö,Bö C X 870,Bö C X 870,1816,Vollständiges Register über die Großherzoglich Mecklenburg-Schwerinschen officiellen Wochenblätter : für das Jahr ..., : ,,,,,,,,,,009030115,1,02
020180942,L-1683-181066300,Abvz,DBSM/F/Bö,Bö F III 215,Bö F III 215,1683,"La @France sçavante : id est, gallia erudita, critica et experimentalis novissima ; opera & studio Cornelii à Beughem", : ,,,,,,,,,,009030115,1,02
02081822X,L-1748-160593131,Abvz,DBSM/F/Bö,Bö H 155/4°,Bö H 155/4°,1728,Wöchentliche Magdeburgische Frag- und Anzeigungs-Nachrichten : , : ,,,,,,,,,,009030115,1,02
023704586,L-1850-156639017,Abvz,DBSM/F/Bö,Bö D VII 1131,Bö D VII 1131,1812,Verlags-Katalog der J. G. Cotta'schen Buchhandlung : , : ,,,,,,,,,,009030115,1,02
023704586,L-1812-417773439,Abvz,DBSM/F/Bö,Bö C V 720,Bö C V 720,1812,Verlags-Katalog der J. G. Cotta'schen Buchhandlung : , : ,,,,,,,,,,009030115,1,03
024955795,L-1568-749143088,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1568,"Nvndinæ Francofordienses ... anni... : Librorum nouorum, tum eorum ... Elenchvs ; Quibus adiecimus ... officina libraria Georgij VVilleri desiderators", : ,,,,,,,,,,009030115,1,02
025005588,L-1575-749159812,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1575,"Catalogvs Novus Nvndinarvm ... Francofvrti Ad Moenvm ... : Celebratarvm, Eorvm Scilicet Librorum ... ; Quibus accesserunt vetustiores nonnulli, Willer", : ,,,,,,,,,,009030115,1,02
025039601,L-1570-749159464,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1570,"Catalogvs Librorvm Novorvm, A Svperioribvs Nvndinis Francofordianis Proxime Elapsis, Inde vsqve In præsentes ... quorum non minima pars nunc primùm in", : ,,,,,,,,,,009030115,1,02
025043196,L-1571-749143762,Abvz,DBSM/F/Bö,Bö C VIII 117,Bö C VIII 117,1571,"Catalogvs Novvs, Ex Nvndinis ... Francofvrti Ad Moenvm, ...Celebratis : Eorum scilicet librorum, ... ; Qvibvs Adiecti Svnt Nonnvlli Vetvstiores, Prior", : ,1059526018,,,,,,,,,009030115,1,02
027197549,L-1600-156006456,Abvz,DBSM/F/Bö,Bö C VIII 117 G,Bö C VIII 117 G,1600,"Catalogus universalis pro nundinis Francofurtensibus : de anno ... ; hoc est: Designatio omnium librorum, qui hisce nundinis ... vel novi, vel emendat",",  : , ",", ",,,,,,,,,009030115,1,02
027400883,L-1788-166230006,Abvz,DBSM/F/Bö,Bö F III 18,Bö F III 18,1788,"Handbuch zum Gebrauche derjenigen, die sich von der Gelehrsamkeit überhaupt einige Bücherkenntniß zu erwerben wünschen : ", : ,,,,,,,,,,009030115,1,02
361146388,L-1825-166373532,Aal,DBSM/F/Bö,Bö C IV 73,Bö C IV 73,1825,"Einige @Bemerkungen über das Unternehmen der gelehrten Gesellschaft zu Harlem, ihrer Stadt die Ehre der Erfindung der Buchdruckerkunst zu ertrotzen; .", : ,,,,,,,,Schenkg Kirchhoff,,,1,02
361146396,L-1827-166374709,Aal,DBSM/F/Bö,Bö C IV 74,Bö C IV 74,1827,"Historisch-kritische Prüfung der Ansprüche, welche die Stadt Haarlem auf den Ruhm der Erfindung der Buchdruckerkunst macht, ... : ", : ,,,,,,,,,,,1,02
361300557,L-1779-155458825,Aal,DBSM/F/Bö,Bö B III 521,Bö B III 521,1779,Der @Quell der Wünsche : Zum Neuenjahr ; Nebst e. Landcharte, : ,,,,,,,,Dieser Ausg. ist kein weiteres Werk angebunden,,,1,03
361544065,L-1824-168401274,Aal,DBSM/F/Bö,Bö C V 564,Bö C V 564,1824,"Beschreibung des Festes dem Andenken des Erfinders der Buchdruckerkunst Johann Gensfleisch zum Gutenberg, gefeiert in Mainz ... 1824 ... : ", : ,,,,,,,,,,,1,02
